display(log)
check(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/NumberConcept_1.txt)
model is syntactically correct
data(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/data.txt)
data loaded
compile(1)
model compiled
inits(1,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/init_1.txt)
this chain contains uninitialized variables
refresh(1)
gen.inits()
initial values generated, model initialized
update(1000)
set(pp)
set(ppz)
set(ppb)
set(v)
set(z)
thin.updater(1)
update(2000)
coda(*,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/coda)
stats(*)

Node statistics
	 node	 mean	 sd	 MC error	2.5%	median	97.5%	start	sample
	v	29.25	7.169	0.335	19.76	28.04	46.23	1001	2000
	z[1]	1.317	0.4662	0.01017	1.0	1.0	2.0	1001	2000
	z[2]	1.054	0.2399	0.00392	1.0	1.0	2.0	1001	2000
	z[3]	2.547	0.5175	0.01089	2.0	3.0	3.0	1001	2000
	z[4]	3.091	0.4597	0.009499	3.0	3.0	5.0	1001	2000
	z[5]	3.572	0.5087	0.01205	3.0	4.0	4.0	1001	2000
	z[6]	3.267	0.462	0.0105	3.0	3.0	4.0	1001	2000
	z[7]	2.981	0.1901	0.003149	2.0	3.0	3.0	1001	2000
	z[8]	2.696	0.4781	0.01198	2.0	3.0	3.0	1001	2000
	z[9]	4.032	0.4477	0.01132	3.0	4.0	5.0	1001	2000
	z[10]	3.17	0.3909	0.01003	3.0	3.0	4.0	1001	2000
	z[11]	3.297	0.4593	0.01177	3.0	3.0	4.0	1001	2000
	z[12]	3.995	0.1516	0.00273	4.0	4.0	4.0	1001	2000
	z[13]	4.259	0.4593	0.01183	4.0	4.0	5.0	1001	2000
	z[14]	4.014	0.1424	0.002947	4.0	4.0	4.0	1001	2000
	z[15]	3.925	0.3687	0.008842	3.0	4.0	5.0	1001	2000
	z[16]	4.002	0.2429	0.004864	4.0	4.0	5.0	1001	2000
	z[17]	4.002	0.1025	0.002394	4.0	4.0	4.0	1001	2000
	z[18]	4.004	0.1048	0.001928	4.0	4.0	4.0	1001	2000
	z[19]	4.161	0.3783	0.008201	4.0	4.0	5.0	1001	2000
	z[20]	4.006	0.1047	0.002401	4.0	4.0	4.0	1001	2000
	z[21]	3.999	0.09999	0.002241	4.0	4.0	4.0	1001	2000
	z[22]	4.968	0.1909	0.004121	4.0	5.0	5.0	1001	2000
	z[23]	4.146	0.4701	0.01131	3.0	4.0	5.0	1001	2000
	z[24]	4.962	0.2063	0.004448	4.0	5.0	5.0	1001	2000
	z[25]	4.968	0.1788	0.003516	4.0	5.0	5.0	1001	2000
	z[26]	5.231	0.6176	0.01384	4.0	5.0	6.0	1001	2000
	z[27]	4.756	0.4706	0.01067	4.0	5.0	5.0	1001	2000
	z[28]	4.987	0.1155	0.002208	5.0	5.0	5.0	1001	2000
	z[29]	4.939	0.2566	0.004729	4.0	5.0	5.0	1001	2000
	z[30]	5.944	0.3096	0.006405	5.0	6.0	6.0	1001	2000
	z[31]	5.944	0.3112	0.006744	5.0	6.0	6.0	1001	2000
	z[32]	5.941	0.3209	0.007679	5.0	6.0	6.0	1001	2000
	z[33]	5.946	0.3218	0.006279	5.0	6.0	6.0	1001	2000
	z[34]	5.942	0.3188	0.007521	5.0	6.0	6.0	1001	2000
	z[35]	5.976	0.1758	0.003743	6.0	6.0	6.0	1001	2000
	z[36]	5.946	0.3051	0.006536	5.0	6.0	6.0	1001	2000
	z[37]	5.947	0.3078	0.006822	5.0	6.0	6.0	1001	2000
	z[38]	5.998	0.0387	8.378E-4	6.0	6.0	6.0	1001	2000
	z[39]	5.997	0.05911	0.001286	6.0	6.0	6.0	1001	2000
	z[40]	5.991	0.1375	0.002974	6.0	6.0	6.0	1001	2000
	z[41]	5.997	0.05911	0.001261	6.0	6.0	6.0	1001	2000
	z[42]	5.938	0.3379	0.006979	5.0	6.0	6.0	1001	2000
	z[43]	5.942	0.3044	0.006151	5.0	6.0	6.0	1001	2000
	z[44]	5.959	0.2575	0.005342	5.0	6.0	6.0	1001	2000
	z[45]	5.449	0.7256	0.01763	4.0	6.0	6.0	1001	2000
	z[46]	5.946	0.3084	0.008179	5.0	6.0	6.0	1001	2000
	z[47]	5.96	0.2489	0.004906	5.0	6.0	6.0	1001	2000
	z[48]	5.651	0.5351	0.01403	4.0	6.0	6.0	1001	2000
	z[49]	5.971	0.194	0.00444	5.0	6.0	6.0	1001	2000
	z[50]	5.972	0.1877	0.004032	6.0	6.0	6.0	1001	2000
	z[51]	5.977	0.1746	0.00378	6.0	6.0	6.0	1001	2000
	z[52]	5.97	0.2002	0.004005	6.0	6.0	6.0	1001	2000
	z[53]	5.999	0.04471	0.001005	6.0	6.0	6.0	1001	2000
	z[54]	6.0	0.0	2.236E-12	6.0	6.0	6.0	1001	2000
	z[55]	5.962	0.2063	0.004164	5.0	6.0	6.0	1001	2000
	z[56]	5.427	0.5465	0.01533	5.0	5.0	6.0	1001	2000
	z[57]	6.0	0.02236	5.025E-4	6.0	6.0	6.0	1001	2000
	z[58]	5.998	0.04998	0.001113	6.0	6.0	6.0	1001	2000
	z[59]	4.907	0.5765	0.01417	4.0	5.0	6.0	1001	2000
	z[60]	5.144	0.3785	0.01012	5.0	5.0	6.0	1001	2000
	z[61]	6.0	0.02236	5.025E-4	6.0	6.0	6.0	1001	2000
	z[62]	5.999	0.03161	6.869E-4	6.0	6.0	6.0	1001	2000
	z[63]	5.768	0.6037	0.01322	4.0	6.0	6.0	1001	2000
	z[64]	5.968	0.1937	0.004165	5.0	6.0	6.0	1001	2000
	z[65]	6.0	0.0	2.236E-12	6.0	6.0	6.0	1001	2000
	z[66]	6.0	0.0	2.236E-12	6.0	6.0	6.0	1001	2000
	z[67]	4.998	0.0387	8.441E-4	5.0	5.0	5.0	1001	2000
	z[68]	2.0	0.0	2.236E-12	2.0	2.0	2.0	1001	2000
	z[69]	6.0	0.0	2.236E-12	6.0	6.0	6.0	1001	2000
	z[70]	3.628	0.4844	0.0134	3.0	4.0	4.0	1001	2000
	z[71]	3.021	0.258	0.00564	3.0	3.0	4.0	1001	2000
	z[72]	4.105	0.7823	0.018	3.0	4.0	5.0	1001	2000
	z[73]	3.002	0.04994	0.001067	3.0	3.0	3.0	1001	2000
	z[74]	3.997	0.05906	0.00122	4.0	4.0	4.0	1001	2000
	z[75]	4.463	0.4986	0.01261	4.0	4.0	5.0	1001	2000
	z[76]	2.721	0.4494	0.01134	2.0	3.0	3.0	1001	2000
	z[77]	2.0	0.02236	5.025E-4	2.0	2.0	2.0	1001	2000
	z[78]	3.171	0.9305	0.02333	1.0	3.0	4.0	1001	2000
	z[79]	1.147	0.4156	0.01111	1.0	1.0	2.0	1001	2000
	z[80]	3.063	0.245	0.00571	3.0	3.0	4.0	1001	2000
	z[81]	2.716	0.4551	0.007813	2.0	3.0	3.0	1001	2000
	z[82]	3.059	0.2377	0.005552	3.0	3.0	4.0	1001	2000
history(*,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/history.txt)

History

save(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/log.txt)
